name,hex,r,g,b,h,s,v,l,a,b
tigers eye,#e08d3c,224,141,60,30,73,88,65.92214185849537,24.926996985102534,54.41994201513533
timber green,#16322c,22,50,44,167,56,20,18.512470633267945,-12.44357651960451,0.5436062810912579
timberwolf,#dbd7d2,219,215,210,33,4,86,86.16326203681416,0.488262780444948,2.9355990778980434
titan white,#f0eeff,240,238,255,247,7,100,94.69342178425981,3.762397632798342,-7.942089418132192
titanium yellow,#eee600,238,230,0,58,100,93,89.28551114588105,-16.585802867938536,88.14657115466545
toast,#9a6e61,154,110,97,14,37,60,50.55233389448425,15.69555026972369,14.175413230581935
tobacco brown,#715d47,113,93,71,31,37,44,40.88737883805944,4.661447387339646,15.689228217551465
toledo,#3a0020,58,0,32,327,100,23,9.023267120808335,30.309181040826598,-4.311878155728416
tolopea,#1b0245,27,2,69,262,97,27,6.378137927483152,30.279384952167046,-36.16824348115078
tom thumb,#3f583b,63,88,59,112,33,35,34.7054211646465,-15.89702591846262,13.868865352495675
tomato,#ff6347,255,99,71,9,72,100,62.20136881808274,57.86132530786359,46.41666460154521
tonys pink,#e79f8c,231,159,140,13,39,91,72.01318115866205,24.49346015832704,20.74037934249773
toolbox,#746cc0,116,108,192,246,44,75,49.79060453574921,23.78400453459506,-43.12570943016425
topaz,#ffc87c,255,200,124,35,51,100,83.9781540772946,10.775023499948633,45.23443203802697
torea bay,#0f2d9e,15,45,158,227,91,62,25.09719191685994,35.4597935080444,-63.24227157139769
tory blue,#1450aa,20,80,170,216,88,67,35.57350744798645,16.947716039901085,-53.33148326246737
tosca,#8d3f3f,141,63,63,0,55,55,37.07157802729597,33.14136081095087,16.115905865909998
totem pole,#991b07,153,27,7,8,95,60,33.07408027464203,49.78223223656561,43.47333467541441
tower gray,#a9bdbf,169,189,191,185,12,75,75.19666860295588,-6.405759596824323,-3.340256813236664
tractor red,#fd0e35,253,14,53,350,94,99,53.442576042070826,79.41233355826161,46.55743152740113
tradewind,#5fb3ac,95,179,172,175,47,70,67.76308641181241,-27.226981980175925,-4.342195434907659
tranquil,#e6ffff,230,255,255,180,10,100,98.25833877537251,-8.059501803120206,-2.76637086514957
travertine,#fffde8,255,253,232,55,9,100,98.96093216152057,-2.845925640338809,10.275908282447865
tree poppy,#fc9c1d,252,156,29,34,88,99,72.60194488730589,27.701547726205757,72.60580202213224
treehouse,#3b2820,59,40,32,18,46,23,18.150712539799784,7.6450562862293845,8.793212429476826
trendy green,#7c881a,124,136,26,67,81,53,53.99302089030313,-18.31835880617294,52.54000262112755
trendy pink,#8c6495,140,100,149,289,33,58,48.082792031176325,25.076248887807573,-20.504616388604944
trinidad,#e64e03,230,78,3,20,99,90,54.32109820592588,56.545956286037644,64.23317874160587
tropical blue,#c3ddf9,195,221,249,211,22,98,87.07261322162307,-2.7235431355582262,-16.508932538545285
tropical rain forest,#00755e,0,117,94,168,100,46,43.552283112268746,-34.13756756967368,4.804964389557087
tropical violet,#cda4de,205,164,222,282,26,87,72.76263611081227,25.387732900129357,-23.617122825916415
trout,#4a4e5a,74,78,90,225,18,35,33.227638685755544,1.254733057961227,-7.585803475311581
true blue,#0073cf,0,115,207,207,100,81,47.96441932678487,8.159785486771487,-54.906567627826306
true v,#8a73d6,138,115,214,254,46,84,54.574212566181785,31.436104375905384,-47.96538606401515
tuatara,#363534,54,53,52,30,4,21,22.225630271420727,0.2110561516932563,0.7800563910068115
tuft bush,#ffddcd,255,221,205,19,20,100,90.49654163886058,9.312983729445278,12.178904595004326
tufts blue,#417dc1,65,125,193,212,66,76,51.42921390769348,2.422769209479647,-41.30092346828596
tulip,#ff878d,255,135,141,357,47,100,69.83197312371962,45.96172670840032,17.649234827531203
tulip tree,#eab33b,234,179,59,41,75,92,76.09895374075558,8.900021754862319,65.3102638942329
tumbleweed,#deaa88,222,170,136,24,39,87,73.58225888421063,14.631985933597436,24.887209424024338
tuna,#353542,53,53,66,240,20,26,22.64136403716197,3.274507926842002,-8.068964483904473
tundora,#4a4244,74,66,68,345,11,29,28.823660703671187,3.820365429633432,0.025320793269412167
turbo,#fae600,250,230,0,55,100,98,90.28368557220428,-11.539968294501879,89.3233514074759
turkish rose,#b57281,181,114,129,347,37,71,55.526114045909495,28.4433486841259,2.9059445400169803
turmeric,#cabb48,202,187,72,53,64,79,75.17995436270766,-8.298061662256274,58.164972729572504
turquoise,#40e0d0,64,224,208,174,71,88,81.26705459794431,-44.07625420413397,-4.034478714864265
turquoise blue,#00ffef,0,255,239,176,100,100,90.66661251171905,-52.5686152067526,-6.5046713529075095
turquoise green,#a0d6b4,160,214,180,142,25,84,81.21568490939191,-24.25770929114368,11.206525685699088
turtle green,#2a380b,42,56,11,79,80,22,21.374826023926452,-13.813477293614152,24.92172551274762
tuscan red,#7c4848,124,72,72,0,42,49,36.72027281923813,22.183560332211112,9.570234764358187
tuscan tan,#a67b5b,166,123,91,26,45,65,55.10141383842924,12.58881169464454,24.00366729605985
tuscany,#c09999,192,153,153,0,20,75,66.74003266917272,14.523567739989197,5.531114300936624
tusk,#eef3c3,238,243,195,66,20,95,94.40567713448979,-9.453327637259811,22.641993622175384
tussock,#c5994b,197,153,75,38,62,77,65.87365244060729,7.808930134655001,46.452163916454204
tutu,#fff1f9,255,241,249,326,5,100,96.41422253357425,6.069928666247226,-2.167568446199253
twilight,#e4cfde,228,207,222,317,9,89,85.1967647550841,9.883340107797899,-4.755742896272941
twilight blue,#eefdff,238,253,255,187,7,100,98.29208871794309,-4.512007979522226,-2.6537639090123077
twilight lavender,#8a496b,138,73,107,329,47,54,39.96501015919931,32.04586814672156,-7.39484403330577
twine,#c2955d,194,149,93,33,52,76,64.76726667715556,10.149760465888447,35.89597301849137
tyrian purple,#66023c,102,2,60,325,98,40,20.806368083243406,43.882055131640755,-5.987899007610487
ua blue,#0033aa,0,51,170,222,100,67,27.490360344885133,35.60574980718575,-66.56844621090687
ua red,#d9004c,217,0,76,339,100,85,46.00656422487581,72.85906149660309,22.41892627156178
ucla blue,#536895,83,104,149,221,44,58,44.10294268413168,4.631347969922706,-27.0686547098127
ucla gold,#ffb300,255,179,0,42,100,100,78.169396868549,16.630296444973215,81.09962253487612
ufo green,#3cd070,60,208,112,141,71,82,74.3444644967133,-59.34193461690751,36.6435125079297
up forest green,#014421,1,68,33,149,99,27,24.4828822801234,-28.74734648543359,15.864912022730016
up maroon,#7b1113,123,17,19,359,86,48,25.73990705306739,43.562767773376834,29.15234650614985
usafa blue,#004f98,0,79,152,209,100,60,33.68741492775841,9.105142263710537,-45.58737367064089
ube,#8878c3,136,120,195,253,38,76,54.665532312755715,22.95153637166758,-37.04242939597919
ultra pink,#ff6fff,255,111,255,300,56,100,69.36175953764969,72.51959547953768,-46.498793008379245
ultramarine,#3f00ff,63,0,255,255,100,100,34.55275219968334,79.989679359187,-104.04837069440612
ultramarine blue,#4166f5,65,102,245,228,73,96,48.53496430110003,35.26272436859607,-75.36428509390736
umber,#635147,99,81,71,21,28,39,35.96973611726687,5.77565326847354,8.686656508324253
unbleached silk,#ffddca,255,221,202,22,21,100,90.43066483637955,8.878814044121498,13.654361792572423
underage pink,#f9e6f4,249,230,244,316,8,98,93.1303425257191,8.850917159478723,-4.450814987881602
united nations blue,#5b92e5,91,146,229,216,60,90,60.283344389135195,6.775468585363987,-47.510127118078806
university of california gold,#b78727,183,135,39,40,79,72,59.4724214137255,9.57842604144682,55.17515298365227
university of tennessee orange,#f77f00,247,127,0,31,100,97,65.71197919751,40.20618066783771,72.64327873203432
unmellow yellow,#ffff66,255,255,102,60,60,100,97.52684594655604,-18.441087386482813,70.89858531051054
upsdell red,#ae2029,174,32,41,356,82,68,38.18446737135389,55.544279765588875,32.37277303759329
urobilin,#e1ad21,225,173,33,44,85,88,73.54845259704052,7.343613961117046,71.04798523939937
utah crimson,#d3003f,211,0,63,342,100,83,44.529429445121195,70.84132907528596,28.330593824222095
valencia,#d84437,216,68,55,5,75,85,50.69774532534086,56.963087026151605,40.41736185524134
valentino,#350e42,53,14,66,285,79,26,12.379326419434719,28.49568096043739,-24.09190248748502
valhalla,#2b194f,43,25,79,260,68,31,14.249911478461442,23.206208932822992,-30.171093078576593
van cleef,#49170c,73,23,12,11,84,29,15.777415386444943,23.129534757443476,18.903990692105676
van dyke brown,#664228,102,66,40,25,61,40,31.519276909894934,12.556066995504766,22.04657436580679
vanilla,#f3e5ab,243,229,171,48,30,95,90.79522618837457,-3.8310479670478625,30.058406066721698
vanilla ice,#f38fa9,243,143,169,344,41,95,70.56939788422967,40.83384950276026,2.8471815617066687
varden,#fff6df,255,246,223,43,13,100,97.02401281653486,-0.7449742637488654,12.13071018764811
vegas gold,#c5b358,197,179,88,50,55,77,72.76997575421687,-5.122320116034085,48.11629763304861
venetian red,#c80815,200,8,21,356,96,78,42.01108620296666,66.16423113066988,48.5430919423993
venice blue,#055989,5,89,137,202,96,54,35.95186123086595,-3.4438686831655407,-32.84908066782785
venus,#928590,146,133,144,309,9,57,56.977530915328245,6.973921429594798,-4.115065498322479
verdigris,#43b3ae,67,179,174,177,63,70,66.89224356781776,-32.40817162106369,-6.840598474626658
verdun green,#495400,73,84,0,68,100,33,33.47184026247062,-15.065948359383825,40.97008847518936
vermilion,#d9381e,217,56,30,8,86,85,49.09804566278518,60.83231808189954,51.53362094710376
veronica,#a020f0,160,32,240,277,87,94,45.356107138614085,78.74992240455126,-77.4057921793247
very light azure,#74bbfb,116,187,251,208,54,98,73.68721155189264,-4.583545730717454,-38.437976525261064
very light blue,#6666ff,102,102,255,240,60,100,51.32172454825418,43.621491694107064,-76.29774276503942
very light malachite green,#64e986,100,233,134,135,57,91,83.28870704440953,-57.38606270543728,37.364102975539936
very light tangelo,#ffb077,255,176,119,25,53,100,78.25285951914753,22.882195693761208,40.62832120654267
very pale orange,#ffdfbf,255,223,191,30,25,100,90.68716182074203,6.314340015223907,19.75063826566792
very pale yellow,#ffffbf,255,255,191,60,25,100,98.64702827442754,-9.808044743166322,30.68414269766151
vesuvius,#b14a0b,177,74,11,23,94,69,44.61602679953637,39.26126410698344,51.891392566153435
victoria,#534491,83,68,145,252,53,57,34.01946652655419,26.165200476663568,-40.59231127823787
vida loca,#549019,84,144,25,90,83,56,53.92236231835284,-38.56362189130685,51.82228213088921
viking,#64ccdb,100,204,219,188,54,86,76.68478107328428,-25.953475620733744,-16.651303427424157
vin rouge,#983d61,152,61,97,336,60,60,39.37075553658818,41.799252773169094,-1.7993857975677208
viola,#cb8fa9,203,143,169,334,30,80,65.90873797069946,26.608247424060373,-4.525981611282148
violent violet,#290c5e,41,12,94,261,87,37,12.875814346106168,34.70565578371114,-42.581748407907575
violet,#7f00ff,127,0,255,270,100,100,40.78700884794503,83.10852255459103,-93.50954337949518
violet blue,#324ab2,50,74,178,229,72,70,35.576827689494465,27.117907978310317,-58.0296796116418
violet eggplant,#991199,153,17,153,300,89,60,36.879683490148814,64.86988967281127,-40.3429035709205
violet red,#f75394,247,83,148,336,66,97,59.97788259937131,67.32485609102795,-0.5391764559680379
viridian,#40826d,64,130,109,161,51,51,49.688849202463615,-26.47236214284604,4.941955382562946
viridian green,#009698,0,150,152,181,100,60,56.16749437447592,-31.72776725120424,-10.56448242761836
vis vis,#ffefa1,255,239,161,50,37,100,94.12656493245863,-5.4885627656473535,39.69980840899534
vista blue,#7c9ed9,124,158,217,218,43,85,64.76249684393785,3.5324357289892028,-33.71049612305035
vista white,#fcf8f7,252,248,247,12,2,99,97.85143461315681,1.1585979041958128,0.9383226558320912
vivid amber,#cc9900,204,153,0,45,100,80,66.2284220287071,8.309648408715287,70.33297848167432
vivid auburn,#922724,146,39,36,2,75,57,33.32747714055827,44.32143906159081,28.40448262909835
vivid burgundy,#9f1d35,159,29,53,349,82,62,35.01662028286934,52.565148638130275,20.386287493866806
vivid cerise,#da1d81,218,29,129,328,87,85,48.72181976693881,73.56380792663315,-6.416398536196266
vivid cerulean,#00aaee,0,170,238,197,100,93,65.68828040836128,-12.402516576307255,-44.07425471808273
vivid crimson,#cc0033,204,0,51,345,100,80,42.878114782799564,68.69325854196362,33.34251246979978
vivid gamboge,#ff9900,255,153,0,36,100,100,72.25687185375375,30.169309661173816,77.23151194030326
vivid lime green,#a6d608,166,214,8,74,96,84,79.73753408698157,-38.54192315548932,78.00065908595857
vivid malachite,#00cc33,0,204,51,135,100,80,71.84231185918321,-70.75244407669207,60.19319472331206
vivid mulberry,#b80ce3,184,12,227,288,95,89,46.973625653608025,82.67410208719811,-67.25143120062876
vivid orange,#ff5f00,255,95,0,22,100,100,61.171862244892594,58.01715893950821,70.73587465053046
vivid orange peel,#ffa000,255,160,0,38,100,100,73.80537771397746,26.539443499071723,78.22427068338881
vivid orchid,#cc00ff,204,0,255,288,100,100,51.90201240950391,91.01242406492493,-74.84958786784746
vivid raspberry,#ff006c,255,0,108,335,100,100,54.38875278504318,83.23375068536187,15.417704254002572
vivid red,#f70d1a,247,13,26,357,95,97,51.991288125335245,77.48669051116191,58.018463534209005
vivid red tangelo,#df6124,223,97,36,20,84,87,56.45114297057748,46.17668353951648,55.63499882348369
vivid sky blue,#00ccff,0,204,255,192,100,100,76.31762628133008,-24.344878375718025,-36.683542335299975
vivid tangelo,#f07427,240,116,39,23,84,94,62.64459778176885,43.49821747467997,60.812088864282074
vivid tangerine,#ffa089,255,160,137,12,46,100,74.9557772915086,32.84102144633366,26.826363995933256
vivid vermilion,#e56024,229,96,36,19,84,90,57.22237751098632,48.85743592987046,56.67279045125463
vivid violet,#9f00ff,159,0,255,277,100,100,45.06874049850472,85.8647654949471,-86.30056496064016
vivid yellow,#ffe302,255,227,2,53,99,100,89.95330212462491,-7.930927937891186,89.12508713982905
volt,#ceff00,206,255,0,72,100,100,93.72854970142187,-41.177299829777304,90.42492651904766
voodoo,#533455,83,52,85,296,39,33,26.59430502212509,20.189020562838806,-14.357689792068594
vulcan,#10121d,16,18,29,231,45,11,5.704108581959314,2.1121136408996932,-7.695986273781729
wafer,#decbc6,222,203,198,12,11,87,83.08260461471575,5.788303966731023,4.879747470617124
waikawa gray,#5a6e9c,90,110,156,222,42,61,46.61269869452874,4.999866616546223,-27.273611170966117
waiouru,#363c0d,54,60,13,68,78,24,23.8198047870833,-10.021090315962322,26.878161721593763
walnut,#773f1a,119,63,26,24,78,47,33.03088172548225,21.28355029176024,32.38553331270572
warm black,#004242,0,66,66,180,100,26,24.607185889466272,-18.226674880129938,-5.359673521168329
wasabi,#788a25,120,138,37,71,73,54,54.34765719648958,-20.58398707113018,48.958050771853465
water leaf,#a1e9de,161,233,222,171,31,91,87.5475572649063,-24.62543775045156,-1.8133162751011511
watercourse,#056f57,5,111,87,166,95,44,41.35763994983396,-33.084082438424396,5.8666749399347795
waterloo ,#7b7c94,123,124,148,238,17,58,52.69064788688463,4.847932943394473,-13.044779932829575
waterspout,#a4f4f9,164,244,249,184,34,98,91.4300474635357,-23.08876660320508,-10.175774267924687
wattle,#dcd747,220,215,71,58,68,86,84.10690394193416,-14.95763291010821,68.23546031390315
watusi,#ffddcf,255,221,207,18,19,100,90.54112139585777,9.6060483731783,11.195839420581134
wax flower,#ffc0a8,255,192,168,17,34,100,82.7997130480619,19.476138049064396,20.893679967687074
we peep,#f7dbe6,247,219,230,336,11,97,89.92910834406074,11.471494637091183,-1.8440832603622503
web chartreuse,#7fff00,127,255,0,90,100,100,89.87420853068859,-68.0691280011233,85.7823696705245
web orange,#ffa500,255,165,0,39,100,100,74.93219484533533,23.936049070113153,78.95630717524573
wedgewood,#4e7f9e,78,127,158,203,51,62,50.9982089165738,-7.6102842113337505,-21.718652045715103
weldon blue,#7c98ab,124,152,171,204,27,67,61.378723676370285,-5.287547990559249,-13.140792621499964
well read,#b43332,180,51,50,0,72,71,41.69094156554333,51.584192150213205,31.32093958392379
wenge,#645452,100,84,82,7,18,39,37.22364030758,6.227249522737677,3.6146183951831667
west coast,#625119,98,81,25,46,74,38,35.10645505630412,0.24139531268105308,34.136462962279566
west side,#ff910f,255,145,15,32,94,100,70.5562791486335,34.408786218044,74.15969204044042
westar,#dcd9d2,220,217,210,42,5,86,86.74833461015812,-0.2046429936054528,3.7935112051104003
wewak,#f19bab,241,155,171,349,36,95,72.94699671236661,34.14027040188766,5.143679642968091
wheat,#f5deb3,245,222,179,39,27,96,89.35068099788126,1.514403426330302,23.99998118436706
wheatfield,#f3edcf,243,237,207,50,15,95,93.50608946309085,-2.8752505575104226,15.264144712784077
whiskey,#d59a6f,213,154,111,25,48,84,68.31807934860504,16.990803685736466,31.223703001504276
whisper,#f7f5fa,247,245,250,264,2,98,96.81257758871446,1.552813974513234,-2.17199587719048
white,#ffffff,255,255,255,0,0,100,100.0,0.00526049995830391,-0.010408184525267927
white ice,#ddf9f1,221,249,241,163,11,98,95.77831796755963,-10.561802312894997,0.745962545674872
white lilac,#f8f7fc,248,247,252,252,2,99,97.43268744566467,1.221832663860778,-2.286050236112569
white linen,#f8f0e8,248,240,232,30,6,97,95.20422196464051,1.3278872402704978,4.802765129530262
white pointer,#fef8ff,254,248,255,291,3,100,98.20356831162523,3.21948086547974,-2.6486913889093966
white rock,#eae8d4,234,232,212,55,9,92,91.66651405151117,-2.7164907689972706,9.960924825977235
white smoke,#f5f5f5,245,245,245,0,0,96,96.53748961423614,0.005103478098511527,-0.01009750825793354
wild blue yonder,#a2add0,162,173,208,226,22,82,70.95535674507623,3.6857590834903364,-19.02318639258769
wild orchid,#d470a2,212,112,162,330,47,83,60.063624055095374,45.16265811244546,-9.102040350626805
wild rice,#ece090,236,224,144,52,39,93,88.52291673187186,-7.137092151480728,40.630359754511616
wild sand,#f4f4f4,244,244,244,0,0,96,96.18978262557009,0.005087709886386627,-0.010066309994982703
wild strawberry,#ff43a4,255,67,164,329,74,100,59.84774144877221,76.55739532103777,-9.897486949721145
wild watermelon,#fc6c85,252,108,133,350,57,99,64.25313108252138,57.01072300972254,14.350848086299472
wild willow,#b9c46a,185,196,106,67,46,77,76.57880173107365,-17.156497830449702,43.67079897486783
